company,rating,job title,headquarters,salary estimate,job type,size,type,sector,revenue,job description
Aruba Networks,4.2,Data Scientist,"Santa Clara, CA",135.5,Full-time,5001 to 10000 employees,company - public,information technology,$2 to $5 billion (usd),"Aruba:
Aruba, a Hewlett Packard Enterprise Company, is a leading provider of next-generation network access solutions for the mobile enterprise: http://www.arubanetworks.com/company/about-us.
Hewlett Packard Enterprise (HPE) advances the way people live and work. We bring together curious minds to create breakthrough technology solutions, helping our customers make their mark on the world.
The data science team in Aruba’s cloud software division develops and delivers ML/AI modules for all of Aruba’s cloud-based software products (especially ClearPass, AI Insights). We have an exciting opportunity for a Data Scientist to join our team.
What You'll Do

1078997"
Epic Games,4.2,Data Scientist - AI/ML,"San Francisco, CA",141.5,Full-time,1001 to 5000 employees,company - private,media,unknown / non-applicable,"We are looking for a passionate AI/ML Data Scientist to join us on the Digital Human research team. You will develop, manage and enhance the data acquisition pipelines essential for our digital human projects. You will be responsible for monitoring the data quality and carrying out quantitative analysis and visualization. You will also work closely with 3rd party data providing vendors to acquire appropriate data.
Responsibilities:
Contribute to the architecture design for developing data annotation pipelines
Develop functionalities, tools and enhanced features in data annotation pipeline
Maintain the database and export datasets in an easily accessible format for machine learning purposes
Create strategies and manage projects for digital human data acquisition from 3rd party providers
Conduct quantitative data analysis using a variety of datasets, including developing retrieval, processing, fusion, analysis, and visualization of various datasets"
Lyra Health,4.6,Data Scientist,"Burlingame, CA",127.5,Full-time,201 to 500 employees,company - private,health care,$100 to $500 million (usd),"About Lyra Health
Lyra is transforming mental health care through technology with a human touch to help people feel emotionally healthy at work and at home. We work with industry leaders, such as Morgan Stanley, Genentech, uber, Amgen, and other Fortune 500 companies, to improve access to effective, high-quality mental health care for their employees and their families. With our innovative digital care platform and elite provider network, 2 million people can receive the best care and feel better, faster. Founded by David Ebersman, former CFO of Facebook and Genentech, Lyra has raised more than $480 million.

Lyra Health, Inc. seeks a Data Scientist in Burlingame, California responsible for performing data analysis and analyzing irregular data from dissimilar sources in order to optimize our clients’ product experience while serving as a liaison between our product design, clinical and data science teams. Specific duties include: (i) performing statistical analyses and visualizing the results for inclusion in product design; (ii) building complex data pipelines using Python, SQL, and ElasticSearch; (iii) translating statistical analyses into data summaries using Python and SQL for presentation to relevant executive decision-makers; (iv) collecting relevant data for various product design and clinical teams and combining data from Redshift-SQL databases and ElasticSearch on Amazon AWS; and (v) performing statistical analyses to evaluate clinical outcomes for scientific research publications."
BICP,5.0,Data Scientist,"San Francisco, CA",120.5,Full-time,1 to 50 employees,company - private,information technology,$10 to $25 million (usd),"As a Data Scientist at BICP your role is to analyze, visualize, and model data. You’ll build and implement machine learning models to make more efficient and effective decisions. We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. Bachelor’s degree required and Master’s is preferred."
Moveworks.ai,4.8,"Data Scientist, Product","Mountain View, CA",132.0,Full-time,201 to 500 employees,company - private,information technology,unknown / non-applicable,"Data Scientist, Product
The Moveworks Data Science and Engineering team is looking for an experienced and accomplished senior product data scientist who will help us solve complex analytical problems across our various product areas to increase customer engagement and drive more innovation in the product.

As we scale globally, there’s plenty of space for you to grow with us. You’ll be part of a team that thinks in terms of We, not I. Together, we're focused on simplifying the lives of 1 billion knowledge workers by giving them an effortless, magical way to resolve their issues, powered by AI.
Who we are:"
JD.com,3.6,Data Scientist - Business Growth,"Mountain View, CA",112.0,Full-time,5001 to 10000 employees,company - public,retail,unknown / non-applicable,"JD.COM Silicon Valley R&D Center is looking for an exceptional self-motivated data scientist to join our Business Growth Business Unit. Business Growth Business Unit owns the marketing and advertising technology platform of JD.COM. As a data scientist, you will be able to work on data generated by billions of advertising views and hundreds of millions of JD.COM's active users and customers; your work will have a direct impact on customers' shop experience within and outside JD.COM.

Also, you will closely work with a group of energetic and dynamic research scientists and data scientists from diverse backgrounds (Operations Research, Economics, Computer science, Mathematics and etc.) to tackle challenging strategic marketing problems and build cutting-edge data-driven marketing solutions and products to optimize and improve the marketing efficiency and the growth of JD.COM's marketing and advertising technology platform. To build these solutions and products, you will develop data pipelines to integrate large-scale customer and marketing information, discover key business insights from data, and build and improve models to predict and estimate core marketing variables.


The role is under the Customer Asset and Marketing Resource Analytics (CAMRA) team. We focus on developing analytical technologies to provide actionable business insights and automated solutions in order to enhance the efficiency of marketing resources management for marketers on JD platform (incl. external advertisers, sellers as well as internal marketing and customer management teams), with the ultimate goal to acquire, retain and grow customer asset.


Work with research scientists and data scientists to build innovative and scalable marketing solutions and products to improve the marketing efficiency of the platform

Dive into various data sources across JD.COM and build data pipelines to integrate key customer, marketing, and advertising data.

Apply data mining, quantitative analysis, and visualization techniques to provide key business insights into our marketing platform, examine our marketing solutions and products, and find areas of improvement.

Develop statistical models for estimate and predict key marketing variables as a core element in our marketing solutions and products

Collaborate with product managers and engineers to facilitate the development and deployment of our marketing products


Master or Ph.D. degree in Operations Research, Quantitative Economics, Statistics, Mathematics, Computer Science or other quantitative fields

Hands-on experience with large scale data and computing platforms such as Hadoop, Hive and Spark

Experience with data manipulation and analysis across multiple data sources using SQL

Experience with scripting languages such as Python

Strong data analytics skills and the ability to clearly communicate and present key data insights with both technical and non-technical teams

Ability to build rigorous and robust estimation and predictive models

Thrive in a fast-paced, innovative environment

Excellent verbal and written communication

About JD-Business Growth

The Business Growth BU at JD.com was established in 2011. The engineering team is a group of dynamic geeks from world-class universities and industry-leading companies working in fields such as machine learning, analytics, statistics, NLP, information retrieval, system infrastructures, etc., based in Beijing and Mountain View, CA. We do battle every single day with some of the most significant, rewarding and fun problems in the technology industry, including but not limited to search/display, ads retrieval and recommendation, spam-traffic and click-farm detection, AI/machine learning infrastructure development, traffic and revenue prediction, ads pricing, audience expansion, etc., and we are looking to add great talent to our growing family!

JD.com is an Equal Opportunity Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class."
Slack,4.7,"Sr. Data Scientist, Business Analytics - Data Science","San Francisco, CA",160.5,Full-time,1001 to 5000 employees,company - public,information technology,unknown / non-applicable,"Slack is looking for an experienced data scientist to join our Business Analytics team. In this role, you will be responsible for leveraging data to help drive the growth and success of our Go-to-Market organizations. The ideal candidate is a strong communicator, can operate independently with minimal guidance, has a growth mindset, collaborates effectively with others, and biases towards action and impact.
The Business Analytics team is focused on helping executives and other key decision makers across the company make better decisions using data. We work closely with other Data Scientists at Slack and our partners in Product, Engineering, Sales, and Marketing Business Operations to identify growth opportunities, craft narratives that deepen our understanding of the business, forecast future performance, and build predictive models to effect positive business outcomes.
Slack has a positive, diverse, and supportive culture—we look for people who are curious, inventive, and work to be a little better every single day. In our work together we aim to be smart, humble, hardworking and, above all, collaborative. If this sounds like a good fit for you, why not say hello?"
Sony,4.0,Data Scientist (Digital Analytics & Monetization),"San Mateo, CA",149.0,Full-time,5001 to 10000 employees,subsidiary or business segment,media,$10+ billion (usd),"PlayStation isn't just the Best Place to Play —it's also the Best Place to Work. We've thrilled gamers since 1994, when we launched the original PlayStation. Today, we're recognized as a global leader in interactive and digital entertainment. The PlayStation brand falls under Sony Interactive Entertainment, a wholly-owned subsidiary of Sony Corporation.

Data Scientist (Digital Analytics & Monetization)

San Mateo, CA

Please include a Cover Letter with your application.
As Sony Interactive Entertainment continues to help third party partners drive engagement and revenue on the PlayStation platform, our Digital Analytics and Monetization team is looking for a talented Data Scientist.

The position is based out of the San Mateo office and involves close coordination with members of the Third Party Relations teams in Japan, US, and London. You will report to the Head of the Global Digital Analytics and Monetization Group and will drive end-to-end analysis through your past impactful analytical experience with large datasets and passion for the industry to help internal stakeholders drive Third Party partner strategy.

The team needs a self-starter who can set direction for influential user-behavior projects with the Third Party Relations team to anticipate and answer user-level business questions from senior-level business managers (internally and externally) to provide analytical support where necessary.

These projects will help us guide our partners on short-term game specific insights and long-term portfolio strategy which would include:

Mining/analyzing data and creating methodologies to complete industry-shaping publisher projects that will drive revenue and engagement on the platform

Benchmarking KPIs for product features and marketing activations

Developing custom predictive models and algorithms to determine the revenue impact and up-lift of games/product features

Managing large and complex sets of data on users and various forms of content using scripting and statistical tools such as SQL or Python

Liaising with business teams within TPR to identify and evaluate opportunity areas for advanced analytics initiatives

Supporting and presenting executive-level insights to internal teams and external publishers in an easy to follow way which will allow us to analytically drive strategy with our Third Party partners


BA/BS degree required with technical focus (Statistics, Computer Science or a related quantitative field); MS/PhD a plus

4+ years of experience with proven skills in database query tools such as SQL and knowledge of programming languages such as Python, R, and Scala + web analytics tools such as Adobe Analytics

Building tools to automate data collection and analysis

The ability to take ambiguous business-driven problems and solve them in a structured, hypothesis-driven, data-supported way

A passion and familiarity with console/PC games with high level of intellectual curiosity about the industry

Track record of proactivity as this role will necessitate following up with multiple stakeholders and tracking down vital information for the broader team

Transferring data into a new format to make it more appropriate for analysis

Highly motivated with outstanding verbal and written communication skills

An ability to learn/share opinions globally across PlayStation departments and 3rd Party Publishers and Developers when necessary

Prior work experience in Media/Entertainment industry a plus but not required

#LI-SV1
Sony is an Equal Opportunity Employer. All persons will receive consideration for employment without regard to race, color, religion, gender, pregnancy, national origin, ancestry, citizenship, age, legally protected physical or mental disability, covered veteran status, status in the U.S. uniformed services, sexual orientation, marital status, genetic information or membership in any other legally protected category.

Reasonable Accommodation Notice Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment.

We strive to create an inclusive environment, empower employees and embrace diversity. We encourage everyone to respond.

We sincerely appreciate the time and effort you spent in contacting us and we thank you for your interest in PlayStation.

PRIVACY NOTICE TO SIE LLC'S JOB APPLICANTS

This Privacy Notice explains what personal information we at Sony Interactive Entertainment LLC collect from you, and why we collect it and use it. This Notice covers our practices regarding the personal information of all applicants to our job positions. Please review it carefully.

Categories of personal information we collect from you

We collect personal information about you throughout the recruiting process, in particular the following categories. Generally, we obtain this information through our Recruiting Team:

A. Identification and contact information

Direct identifiers such as your first and last name.

Indirect identifiers such as a government ID, your Social Security, work permit or passport #.

Contact information such as your email address, mailing address, telephone number.

B. Other information about you or that can be associated with you such as:

Sensitive/Protected Data. During the recruitment process, you may (voluntarily) provide us with your ethnicity, gender, military service information, or physical or mental health information, as well as your national origin and citizenship.

Professional or job position-related information , including your past professional experience, references; background verification; talent management and assessment; information regarding any conflicts of interests; and the terms and conditions of your job offer.

Non-public education information , including information about your education records, such as grades and transcripts."
Blue River Technology,4.5,Data Scientist,"Sunnyvale, CA",114.0,Full-time,51 to 200 employees,subsidiary or business segment,information technology,unknown / non-applicable,"We are a highly motivated team, on a mission to revolutionize construction machinery and make them safer and more productive for our customers. We are using cutting edge computer vision and machine learning technologies to solve ""ground-breaking"" problems in construction domain. With data being fuel for CVML technologies, we are looking for creative data scientists who are ready to mine insights from huge volumes of data and create a strategy for future data collections fitting to the product. As a member of this cross disciplinary team, you will partner with CVML research, engineering, business and product teams to define and collect data needed to accelerate machine learning solutions. You will enable our internal customers to have access to data and metrics, partner with the rest of the machine learning team to enable self service access to the data they need, and work on reporting and analysis to improve our products. As a data manager, you will enjoy working with the field team driving data collection strategy, data collection execution and play a very crucial role in shaping up the product.

Role Responsibilities:
Quantify and monitor Blue River's data holding; perform exploratory analytics to inform partners and decision makers on their data collection strategies

Measure the efficacy of our data program; Work with product management in defining and tracking metrics for each data collection, curation, and labeling efforts

Work with software engineers to design and productize the experimental and analytical pipelines and define the training and test sets used to evaluate our Machine Learning models

Work with other data scientists, ML engineers, and roboticists in defining experiments to refine our human annotation and data enrichment process


Bachelor's Degree in statistics, math, physics, or other quantitative fields

3+ years of professional experience in a Data Science or Machine Learning role

Jupyter notebook, numpy, scipy, sklearn, pandas, matplotlib

Depth of knowledge in hypothesis testing, non-parametric statistics (e.g., Bootstrap, Jackknife), and uncertainty quantification

Excellent verbal and written communication, and presentation skills

Storyteller of scientific facts; experiences in communicating highly technical subjects to business partners

Experience building data models and visualizing analytics

Proficient with MongoDB, SQL, Hive, and Spark

Comfortable working with diverse, multi-disciplinary teams, across multiple timezones

Self motivated and driven independent problem solver


i.e., live system that turns data into model updates

Experience working in multiple programming languages

Familiarity with ML Frameworks and workflow management systems: TensorFlow, PyTorch, MLFlow etc.

Experience with image processing libraries and toolkits

Experience with AWS, kubernetes and kubeflow pipeline.

Blue River offers competitive compensation and benefits, including a great 401(K) match. We believe in a work life balance and offer generous Paid Time Off and Sick Leave as well as Paid Parental Leave and an adoption benefit. Subsidized lunches, flexible work hours, CalTrain passes (with mobile Wi-Fi!) and a collaborative and supportive environment also contribute to making Blue River a great place to work.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

We support each employee living a full life, enabling a thriving career and accomplishing a meaningful, challenging mission with incredible people.

We have designed our work environment to allow us each to do our work effectively, be our best selves, and be exposed to the unexpected connections and experiences that support creative innovation - all while leaving room for the other things you love.

We have been operating as ""mostly remote"" during the pandemic. As we transition back to the office, we are introducing our Workplace Flexibility Model. Most roles will be based out of our Sunnyvale office and balance in-office time with flexibility to support other needs you have in your life. This flexibility could be used to reduce the Bay Area commute burden by working from home a couple days a week, support parent or caregiver needs, or allow space for you to do the other things you love, whatever that might be! There are times when achieving great work is more productive when working where you work best. That's the point of this model...flexibility for you. A few roles will be approved as fully remote. Those are determined by managers and approved by our senior team.

We anticipate following this flexibility model starting mid-July 2021 as we continue to follow local guidelines and protocol around COVID."
Niantic,3.5,"Data Scientist, Game Analytics","San Francisco, CA",119.5,Full-time,501 to 1000 employees,company - private,media,unknown / non-applicable,"Do you want to help connect people all over the world, and work on a team building the next generation of planet scale AR games? We're looking for hardworking people to help our company become more data focused; folks with the ability to be dedicated, thorough, and independent while working in a dynamic, fast-paced environment.
Responsibilities

You will work with a team of hard-working analytics, data science professionals, and cross-functional teams to identify business opportunities, optimize product performance or go to market strategy.

You will analyze large-scale structured and unstructured data; develop deep-dive analysis and models to drive player value.

Translate quantitative findings in concise and clear messages to leadership and external partners.

Have a ""product first"" mentality that aligns with our mission, values and strategy.

Drive consensus; independently deliver data insights that drive cross-functional decisions across multiple teams.

Be a hands-on self-starter and stay on top of data science methodologies.

Qualifications

Extensive experience with SQL; deep knowledge using Python or R.

Deep understanding of statistics, live product analytics, and modeling techniques.

Knowledge and experience with A/B testing or randomized control trials.

BA/BS in statistics, applied mathematics, computer science, machine learning, economics or a related field.

Graduate degree in relevant fields preferred but not required.

2+ years work experience in data science or relevant role.

Preferred Qualifications

statistics, operations research, computer science, informatics, engineering, applied mathematics, economics, etc.

Industry experience in social, community or gaming products.

Excellent communications skills, with the ability to synthesize, simplify and explain problems to different types of audience, including executives.

Join the Niantic team!

Niantic is the world's leading AR technology company, sparking creative and engaging journeys in the real world. Our products inspire outdoor exploration, exercise, and meaningful social interaction.

Originally formed at Google in 2011, we became an independent company in 2015 with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. Our current titles include pioneering global-control game Ingress, record-breaking AR game Pokémon GO, and recently released third title, Harry Potter: Wizards Unite.

Niantic is an Equal Opportunity and Affirmative Action employer. We believe that cultivating a workplace where our people are supported and included is essential to creating great products our community will love. Our mission emphasizes seeking and hiring diverse voices, including those who are traditionally underrepresented in the technology industry, and we consider this to be one of the most important values we hold close.

We're a hard-working, fun, and exciting group who value intellectual curiosity and a passion for problem-solving! We have growing offices located in San Francisco, Sunnyvale, Bellevue, Los Angeles, Tokyo, Hamburg, and Zurich."
Cuberg,4.7,Data Scientist,"Emeryville, CA",121.0,Full-time,1 to 50 employees,company - private,"oil, gas, energy & utilities",unknown / non-applicable,"The Data Scientist will leverage data to accelerate high-throughput battery R&D, shaping how Cuberg uses sequential learning workflows to suggest statistically optimal experiments. You will work cross-functionally with other scientists, engineers, and business team members to refine features from our cycling datasets and improve the predictive power of our machine learning models.
Ideal candidates are comfortable with ambiguity, capable of independently leading projects, and capable of communicating effectively across multiple teams of varying disciplines. They are also detail-oriented, take pride in the quality of their work, and perform well in a fast-paced, collaborative, and dynamic startup environment. Critically, the right candidate is excited by the prospect of joining the team at Cuberg with the chance to shape the culture, technology, and quality of our company.
Join us in building the future of energy.
About
Cuberg is commercializing next-generation battery technology to power the future of electric mobility. The company was acquired in 2021 by Northvolt, a global supplier of sustainable, high-quality battery cells and systems. As Northvolt's Advanced Technology Center operating in Silicon Valley, Cuberg is developing and commercializing lithium metal batteries, building an innovation ecosystem around lithium-ion technology, and leveraging Northvolt's state-of-the-art manufacturing capabilities to rapidly scale up production of advanced batteries.
Responsibilities
Contribute data science expertise to R&D projects, in collaboration with R&D team members
Train machine learning models predicting battery performance and leverage these models to suggest new experiments
Refine our software tools used to conduct sequential learning and design of experiments
Engineer new features that improve the predictive power of our machine learning models
Requirements
M.S. or Ph.D. in a scientific or engineering field (e.g., materials science, chemical engineering, mechanical engineering, or a related discipline) with 2-5 years’ relative experience.
Experience with design of experiments, sequential learning, and uncertainty quantification
Excellent interpersonal and communication skills, with proven experience supporting and working with cross-functional teams
Successful track record of applying machine learning to experimental datasets
Strong programming experience in Python
Strong project management and organizational skills
Has a do-whatever-it-takes attitude, thrives in a fast-paced startup environment, and is capable of delivering on projects
(Preferred) Experience engineering features of time-series data, preferably battery cycling data
(Preferred) Experience engineering features of molecules, preferable for electrolyte solutions
(Preferred) Experience with cloud workflow automation systems (Airflow, Prefect, etc.) and deploying ML models to cloud infrastructure
Benefits
We offer a competitive compensation, including generous stock options, and benefits package to help you and your family build a healthy and secure future.
Group health benefits that provide strong support for employee well-being and preventative care, including comprehensive medical, dental, vision, and flexible savings account plans
A retirement program that helps build future financial security through both traditional and Roth 401(k) options with employer matching
Generous paid time off plans to renew and refresh through vacation, personal leave, holidays, and parental leave"
Centrify,3.6,Data Scientist,"Santa Clara, CA",110.5,Full-time,201 to 500 employees,company - private,information technology,$100 to $500 million (usd),"Do you have a passion for quality and innovation?
If so, you'll be right at home at Centrify. We are always looking for talented, motivated individuals who would like to help us design, build, sell and support the next generation of Centrify software solutions that are redefining legacy approaches to Privileged Access Management with cloud-architected Identity-Centric PAM !
Centrify delivers modern privileged access management (PAM) solutions based on Zero Trust principles to enable digital transformation at scale. Centrify provides modern least privilege access for human and machine identities based on verifying who is requesting access, the context of the request, and the risk of the access environment. Centrify centralizes and orchestrates fragmented identities, improves audit and compliance visibility, and reduces risk, complexity, and costs for the modern, hybrid enterprise. Over half of the Fortune 100 trust Centrify, including the world’s largest financial institutions, intelligence agencies, and critical infrastructure companies. Human or machine, in the cloud or on-premises, privileged access is secure with Centrify."
Square,4.3,"Data Scientist, Lifecycle Help","San Francisco, CA",139.0,Full-time,5001 to 10000 employees,company - public,information technology,$1 to $2 billion (usd),"Company DescriptionSquare builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started, it was difficult and expensive (or just plain impossible) for some businesses to take credit cards. Square made credit card payments possible for all by turning a mobile phone into a credit card reader. Since then Square has been building an entire business toolkit of both hardware and software products including Square Capital, Square Terminal, Square Payroll, and more. We’re working to find new and better ways to help businesses succeed on their own terms—and we’re looking for people like you to help shape tomorrow at Square.
Job Description

Data Scientists on the Lifecycle Analytics team at Square embed within product teams and leverage engineering, analytics, and machine learning to empower data-driven decision-making in the full lifecycle of product development. Data Scientists on this team lead experimentation and growth initiatives, help develop automation solutions to personalize product experiences, and drive strategic decisions with data. Square’s mission is economic empowerment, and our team supports this by using data to understand and empathize with our customers, thereby enabling us to build a remarkable product experience."
Wealthfront,4.5,Data Scientist - Analytics,"Palo Alto, CA",158.0,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable,"Wealthfront is the leader in the vision to deliver financial optimization and automation to everyone. Data and its proper use is crucial to that vision and the data science team plays a fundamental role in understanding and interpreting those data sources.

The Wealthfront data science team creates data products to deliver optimized and personalized financial advice, develops best in class investment algorithms, and analyzes our rich financial and behavioral data to make key business decisions. The team draws from a variety of backgrounds in Computer Science & Engineering, Statistics, Economics, Math, Operations Research, and Financial Engineering. We derive strength from this diversity and are constantly learning and teaching each other in a down-to-earth and dynamic environment. We are neither too big where you would be just another cog in the system, nor are we too small that none of our efforts can be realized.

We are seeking an analytics data scientist to join the Wealthfront data science team. The primary responsibility of this role is to provide statistical and machine learning expertise to either the growth or marketing areas of the company. Your focus will span topics related to a/b experimentation, dashboarding/visualizations, and model building with an emphasis on interpretability and actionable insights. The ideal candidate will interface with the areas and address their business needs while maintaining the rigors of a sound technical analysis."
Square,4.3,"Data Scientist, Lifecycle Help","San Francisco, CA",139.0,Full-time,5001 to 10000 employees,company - public,information technology,$1 to $2 billion (usd),"Company DescriptionSquare builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started, it was difficult and expensive (or just plain impossible) for some businesses to take credit cards. Square made credit card payments possible for all by turning a mobile phone into a credit card reader. Since then Square has been building an entire business toolkit of both hardware and software products including Square Capital, Square Terminal, Square Payroll, and more. We’re working to find new and better ways to help businesses succeed on their own terms—and we’re looking for people like you to help shape tomorrow at Square.
Job Description

Data Scientists on the Lifecycle Analytics team at Square embed within product teams and leverage engineering, analytics, and machine learning to empower data-driven decision-making in the full lifecycle of product development. Data Scientists on this team lead experimentation and growth initiatives, help develop automation solutions to personalize product experiences, and drive strategic decisions with data. Square’s mission is economic empowerment, and our team supports this by using data to understand and empathize with our customers, thereby enabling us to build a remarkable product experience."
Wealthfront,4.5,Data Scientist - Analytics,"Palo Alto, CA",158.0,Full-time,51 to 200 employees,company - private,finance,unknown / non-applicable,"Wealthfront is the leader in the vision to deliver financial optimization and automation to everyone. Data and its proper use is crucial to that vision and the data science team plays a fundamental role in understanding and interpreting those data sources.

The Wealthfront data science team creates data products to deliver optimized and personalized financial advice, develops best in class investment algorithms, and analyzes our rich financial and behavioral data to make key business decisions. The team draws from a variety of backgrounds in Computer Science & Engineering, Statistics, Economics, Math, Operations Research, and Financial Engineering. We derive strength from this diversity and are constantly learning and teaching each other in a down-to-earth and dynamic environment. We are neither too big where you would be just another cog in the system, nor are we too small that none of our efforts can be realized.

We are seeking an analytics data scientist to join the Wealthfront data science team. The primary responsibility of this role is to provide statistical and machine learning expertise to either the growth or marketing areas of the company. Your focus will span topics related to a/b experimentation, dashboarding/visualizations, and model building with an emphasis on interpretability and actionable insights. The ideal candidate will interface with the areas and address their business needs while maintaining the rigors of a sound technical analysis."
Sensor Tower,4.0,Full Stack Data Scientist,"San Francisco, CA",138.0,Full-time,51 to 200 employees,company - private,business services,unknown / non-applicable,"Who We Are:
Sensor Tower is the leading solution for mobile marketers, app developers, and industry analysts who demand superior competitive insights into the mobile market economy.

We serve independent and Fortune 500 customers alike, spanning the mobile games, travel & hospitality, music, finance, and broadcast entertainment markets. Our suite of products consist of free, “SMB”, and Enterprise-tiered solutions including Store Intelligence, Usage Intelligence, Ad Intelligence, and App Intelligence.

We are a privately held company headquartered in San Francisco and was a member of AngelPad’s startup incubator program in 2013. Our insights are cited by the world’s leading news and finance publications, including the Wall Street Journal, The New York Times, Forbes, Fortune, Bloomberg, CNBC, The Washington Post, and Reuters.

Role Summary:"
Facebook,4.3,"Data Scientist, Product Analytics","San Francisco, CA",152.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd),"We’re looking for Data Scientists to work on our core and business products (ex. Instagram, Messenger, FB App, Ads, WhatsApp, Integrity, etc.) to help shape the future of what we build at Facebook. You will enjoy working with one of the richest data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. You should have a background in a quantitative or technical field, experience working with large data sets, and experience in data-driven decision making. You are focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, growth, and success of a product.
Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business products
Partner with Product and Engineering teams to solve problems and identify trends and opportunities
Inform, influence, support, and execute our product decisions and product launches
The Data Scientist Analytics role has work across the following four areas:"
8k Miles,3.9,Data Scientist,"Pleasanton, CA",123.5,Full-time,201 to 500 employees,company - public,information technology,$1 to $5 million (usd),"Experience : 3 - 8 years
No of Positions : 03
Qualification : Any Engineering Graduate

3+ years of data science experience. Strong in python, R, SQL and experience in Statistics, ML Libraries, Algorithms, regression/classification, time series
Experience in using Pandas/Numpy/ScikitLearn, Tensorflow and keras
Experience in building Machine Learning/Deep Learning Models
Strong experience in analyzing time series data and finding trends"
Amazon,3.8,Data Scientist II,"San Francisco, CA",157.5,Full-time,10000+ employees,company - public,information technology,$10+ billion (usd),"Bachelor's Degree
3+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
2 years working as a Data Scientist
Bachelor’s degree in mathematics, statistics, computer science or a similar quantitative field
4+ years of experience in an Analytics, Business Intelligence, or Data Science role
Experience analyzing, manipulating, and mining large Data Sets using SQL
Experience in applying Statistics and Regressions to create models using one of the following languages: SAS, R, or Python
Experience creating automated reports and work on ad hoc analysis
Envision being a member of a small, agile team where your ideas reach millions within months, not years. Picture working on groundbreaking consumer-facing products, where every single team member is a critical voice in the way we make decisions. Envision being able to use the resources of a Fortune-500 company within the atmosphere of a start-up. Welcome to Amazon Music, where ideas are born amongst engineers, and come to life as the Digital mp3 Store, Cloud Player, and Prime Music ad-free streaming.

In San Francisco we own and develop Amazon's core digital music experiences such as the Cloud Player music locker and the MP3 Store, which has a catalog of 25 million songs from all major music labels. Our music offerings are available in multiple countries, and our applications support our mission of delivering Your Music, Everywhere. We can be found on mobile and tablet platforms such as Kindle Fire, iOS, and Android as well as on Home and Auto platforms. We develop software in Java, C++, HTML5/JavaScript, Perl, Python, and various AWS technologies.

We are located in downtown San Francisco in the heart of the financial district. We’re easy to reach by bike, bus, MUNI and BART.

You are someone who enjoys diving deep into data to generating insights that will help drive business strategy while maintaining a customer focus. You will have demonstrated quantitative and qualitative experience with impact to a business, a track record of problem solving using software and analysis tools, and the desire to create and build new processes. You will be required to quickly gain a deep understanding of our BI platforms, database schemas, ETL’s, and business logic. You will partner with the Metrics and Data Platform team on metrics creation, data governance, QA, and requirements creation. This is a business facing role where supporting Product, Engineering, Merchandising, Marketing and Leadership teams with data analysis. You will help to optimize product and business strategies based on your findings.

You are highly-motivated and thrive in an environment where problems are open-ended. You enjoy engaging in passionate discussions with smart people and letting the best ideas rise to the top. You see your mistakes as learning opportunities and continually look for ways to improve yourself, your team and your products. You understand that not all solutions come easily and don’t shy away from hard work to reach your goals. You are excited about the opportunity to engage in developing a top notch consumer web application and user experience.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records."
